url,product_name,quantity,packaging,brands,categories_en,labels_en,stores,countries_en,ingredients_text,serving_size,main_category_en,image_url,energy_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,fruits-vegetables-nuts_100g
http://world-en.openfoodfacts.org/product/20245436/bio-frische-voll-milch-milbona,Bio Frische Voll-Milch,1 l,"VerpackV-81,Pure-Pak Curve,Elopak",Milbona,"Dairies,Milks,Homogenized milks,Fresh milks,Extended shelf life milks,Whole milks","Organic,EU Organic,FSC,de:EG-Öko-Verordnung,DE-ÖKO-003,DE-ÖKO-006,FSC-C081801,FSC Mix",LIDL,Germany,"Frische Bio-Vollmilch pasteurisiert, homogenisiert, mind. 3,8% Fett, länger haltbar.",250 ml,Dairies,http://en.openfoodfacts.org/images/products/20245436/front.16.400.jpg,284.0,3.9,2.6,4.8,4.8,,3.4,0.13,0.051181102,
http://world-en.openfoodfacts.org/product/20245824/gorgonzola-dop-picante-lovilio,Gorgonzola DOP picante,200 g,"VerpackV-6,VerpackV-PS",Lovilio,"Dairies,Cheeses,Blue-veined cheeses,Italian cheeses,Gorgonzolas",,LIDL,Germany,"Milch, Käsekultiren, Speisesalz, tierisches Lab, Edelschimmelkulturen.",,Dairies,http://en.openfoodfacts.org/images/products/20245824/front.5.400.jpg,1435.0,29.9,20.2,0.4,0.1,,20.24,2.5,0.984251969,
http://world-en.openfoodfacts.org/product/20249557/weichweizen-griess-belbake,Weichweizen-Grieß,500 g,"21 PAP,packung",Belbake,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Cereal semolinas,Wheat semolinas,de:Weichweizengriess","German Agricultural Society,de:DLG Jährlich Prämiert",,Germany,Weichweizengrieß,,Plant-based foods and beverages,http://en.openfoodfacts.org/images/products/20249557/front.18.400.jpg,1413.0,0.8,0.1,69.0,0.8,4.0,10.5,0.01,0.003937008,
http://world-en.openfoodfacts.org/product/20261214/haricots-verts-extra-fins-freshona,Haricots verts extra fins,530 g (280 g égoutté),"Bocal,Verre,97 GL",Freshona,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Canned foods,Legumes and their products,Vegetables based foods,Canned plant-based foods,Canned vegetables,Canned legumes,Canned green beans",,LIDL,France,"Haricots verts, eau, sel.",,Plant-based foods and beverages,http://en.openfoodfacts.org/images/products/20261214/front.8.400.jpg,112.0,0.1,0.1,4.3,1.6,1.5,1.2,1.0,0.393700787,
http://world-en.openfoodfacts.org/product/20261276/petits-pains-pita-style-grec-ail-coriandre-eridanous,Petits pains pita style grec ail coriandre,400 g,"Plastique,PP 05,Envasado en atmósfera protectora",Eridanous,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Flatbreads,Special breads,Pitas",Green Dot,LIDL,"France,Spain","Farine de _blé_, eau, levure, dextrose, sel, persil, sirop de glucose, 0,5% ail, 0,5% coriandre, curcuma, huile de navette et huile de tournesol, poivre, plantes aromatiques (oignon, laurier, cumin, gingembre, poivre de cayenne), arôme de coriandre, acidifiant : acide citrique.",,Plant-based foods and beverages,http://en.openfoodfacts.org/images/products/20261276/front.6.400.jpg,1030.0,1.1,0.2,47.3,3.1,,9.7,1.4,0.551181102,
http://world-en.openfoodfacts.org/product/20261894/chips-de-verduras-crusti-croc,Chips de verduras,100 g,"Bolsa de plástico y aluminio,Green dot,PP 05",Crusti Croc,"es:Aliments-d-origine-vegetale,es:Aliments-et-boissons-a-base-de-vegetaux,es:Aperitif,es:Chips,es:Chips-de-verduras-y-hortalizas-fritas,es:Chips-et-frites,es:Fritures,es:Fritures-vegetales,es:Mezclas-de-chips-de-verduras-y-hortalizas-fritas,es:Snacks-sales,es:Verduras-y-hortalizas-fritas",,Lidl,"France,Spain","65% verduras en proporción variable (chirivía, boniato, remolacha roja, zanahoria), aceite de girasol, 1% sal marina.",25 g,es:Aliments-d-origine-vegetale,http://en.openfoodfacts.org/images/products/20261894/front.8.400.jpg,2148.0,34.9,3.7,40.5,19.7,,4.4,1.0,0.393700787,
http://world-en.openfoodfacts.org/product/20267605/noix-de-cajou-alesto,Noix de cajou,200 g,VerpackV-7,Alesto,"Plant-based foods and beverages,Plant-based foods,Nuts and their products,Nuts,Cashew nuts",Green Dot,LIDL,"France,Germany,Spain,United Kingdom",Cashewkerne.,30 g,Plant-based foods and beverages,http://en.openfoodfacts.org/images/products/20267605/front.9.400.jpg,2486.0,47.0,9.2,23.1,7.7,4.3,18.8,0.02,0.007874016,
http://world-en.openfoodfacts.org/product/20270278/aprikose-maribel,Aprikose,250 g,"Glas,Weißblech,97",Maribel,"Spreads,Breakfasts,Sweet spreads","German Agricultural Society,de:DLG Jährlich Prämiert",LIDL,Germany,"75% Aprikosen, Zucker, Glukose-Fruktose-Sirup, Geliermittel: Pektine; Säuerungsmittel: Citronensäure",,Spreads,http://en.openfoodfacts.org/images/products/20270278/front.8.400.jpg,733.0,0.1,0.1,40.0,38.0,,0.6,0.05,0.019685039,
http://world-en.openfoodfacts.org/product/20272760/caramel-biscuit-mister-choc,Caramel & Biscuit,290 g,"05 PP,?","Mister Choc,Ludwig Schokolade,Krüger","Sugary snacks,Confectioneries,Bars,Chocolate bars","Sustainable farming,UTZ Certified,UTZ Certified Cacao",Lidl,"France,Germany","Zucker, _Weizenmehl_, Palmfett, Glukosesirup, Kakaobutter, _Kondensmagermilch_, _Vollmilchpulver_, Kakaomasse, Feuchthaltemittel: Sorbit; _Laktose_, _Süßmolkenpulver_, Karamellzuckersirup, Speisesalz, _Sahnepulver_, Emulgator: _Sojalecithine_, stark entöltes Kakaopulver, _Gerstenmalzextrakt_, Backtriebmittel: Natriumcarbonate; Vanilleextrakt",29 g,Sugary snacks,http://en.openfoodfacts.org/images/products/20272760/front.5.400.jpg,2025.0,23.0,14.0,63.8,44.0,,5.3,0.5,0.196850394,
http://world-en.openfoodfacts.org/product/20286415/schlagsahne-laktosefrei-milbona,Schlagsahne Laktosefrei,200 g,"Polyethylenterephthalat,84,tetrapack,tetrapack",Milbona,"Dairies,de:Sahne,de:Schlagsahne","FSC,No lactose",LIDL,Germany,"_Schlagsahne_, Laktase, Stabilisator (Carrageen)",,Dairies,http://en.openfoodfacts.org/images/products/20286415/front.8.400.jpg,1209.0,30.0,21.0,3.4,3.4,,2.4,0.08001,0.0315,
http://world-en.openfoodfacts.org/product/20287399/amarena-cherries-in-syrup-italiamo,Amarena Cherries in Syrup,450 g e / 235 g égoutté,"Verre,bocal,plastique,70,40,Métal,Fer","Italiamo,Lidl","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Canned foods,Canned plant-based foods,Desserts,Fruits based foods,Canned fruits,Fruits in syrup,Cherries in syrup",Green Dot,Lidl,France,"51% cerises griottes origine Italie, Espagne, Portugal, 30% sucre, eau, sirop de glucose. Acidifiant : acide citrique; arômes naturels, colorants : anthocyanes. Ce produit peut contenir des résidus de noyaux.",,Plant-based foods and beverages,http://en.openfoodfacts.org/images/products/20287399/front.3.400.jpg,1188.0,0.0,0.0,69.94,45.3,,0.2,0.02,0.007874016,
http://world-en.openfoodfacts.org/product/20290870/emmental-francais-rape-28-mg-etoile-d-or,Emmental français râpé (28 % MG),70 g,"Frais,Sachet plastique,Chapelet de 3 sachets,Plastique 07,Sous atmosphère protectrice,sachet,frais","Etoile d'Or,Lidl Stiftung & Co. KG","Fresh foods,Dairies,Cheeses,Cooked pressed cheeses,Cow Cheeses,French cheeses,Emmentaler,French emmentaler,Pasteurized cheeses,Grated cheese,Grated emmentaler,Industrial cheese","Green Dot,Made in France,fr:Eco-emballages",Lidl,France,"Lait de vache pasteurisé, sel, ferments lactiques.  ",30 g (Cet emballage contient 7 portions de 30 g),Fresh foods,http://en.openfoodfacts.org/images/products/20290870/front.9.400.jpg,1495.0,28.0,20.0,0.1,0.1,0.0,27.0,0.9,0.354330709,
http://world-en.openfoodfacts.org/product/20302979/liodoro-amande-sondey,Liodoro Amande,300 g,"fr:Carton,en:PP 05,fr:Étui carton,fr:Film plastique,fr:Barquette plastique",Sondey,"Sugary snacks,Biscuits and cakes,Biscuits,Biscuits-sables","Sustainable farming,UTZ Certified,UTZ Certified Cacao",Lidl,France,"Farine de _blé_, matière grasse de palme, 19 % chocolat au lait (sucre, beurre de cacao, _lait_ entier en poudre, pâte de cacao, émulsifiant : lécithines), sucre, 11 % _amandes_ hachées, 4 % éclats d'amandes caramélisés (sucre, _amandes_, lactose (_lait_), matière grasse de palme, sirop de glucose), amidon de _blé_, _oeuf_ entier, sirop de sucre caramélisé, sel, arôme. Chocolat au lait : cacao 35,5 % minimum, matière sèche issue du lait 19,9 % minimum.",50 g,Sugary snacks,http://en.openfoodfacts.org/images/products/20302979/front.8.400.jpg,2266.0,34.1,16.0,50.6,28.3,,7.0,0.43,0.169291339,
http://world-en.openfoodfacts.org/product/20302986/dorolio-noix-de-coco-sondey,Dorolio noix de coco,300 g,"en:Carton,en:PP 05,en:Film",Sondey,"Sugary snacks,Biscuits and cakes,Biscuits,Chocolate biscuits,fr:Kekse,fr:Susswaren",fr:Utz-certified-kakao,Lidl,"France,Germany","Farine de _blé_, matière grasse végétale, chocolat au lait 19% (sucre, beurre de cacao, _lait_ entier en poudre, pâte de cacao, émulsifiant (lécithines)), sucre, copeaux de noix de coco 13%, amidon de _blé_, _oeuf_ entier, sirop de sucre caramélisé, sel, arôme",50 g,Sugary snacks,http://en.openfoodfacts.org/images/products/20302986/front.14.400.jpg,2330.0,36.0,21.6,52.0,23.0,3.2,5.2,0.508,0.2,
http://world-en.openfoodfacts.org/product/20304614/schwarzwalder-kirschtorte-tiefgefroren-firenze,Schwarzwälder Kirschtorte tiefgefroren,750g,21,Firenze,"Sugary snacks,Biscuits and cakes,Desserts,Cakes","German Agricultural Society,2014 Gold medal of the German Agricultural Society,Gold medal of the German Agricultural Society",LIDL,Germany,"Sahne 37%, Sauerkirschen 14%, Zucker, Weizenmehl, Wasser, Vollei, Kirschwasser 2%, Weizenstärke, Schokolade (Zucker, Kakaomasse, Kakaobutter, Buttereinfett, fettarmes Kakaopulver, Emulgator (Sojalecithine), pflanzliche Fette (Ölpalme, Kokospalme), Glukose-Fuktose-Sirup, Fruktose, modifizierte Stärke, Kakao stark entölt, Speisegelatine, Emulgatoren (Mono- und Diglyceride von Speisefettsäuren, Polyglycerinester von Speisefettsäuren, Sonnenblumenlecithine), pflanzliches Öl (Raps), Säurungsmittel (Citronensäure), getrocknete Aprikosen, natürliches Aroma, Traubenzucker, Geliermittel (Pektine), Farbstoff (Anthocyane), jodiertes Speisesalz, Säureregulator (Aroma, Traubenzucker, Geliermittel (Pektine), Farbstoff (Anthocyane), jodiertes Speisesalz, Säurueregulator (Kaliumcitrate)",,Sugary snacks,http://en.openfoodfacts.org/images/products/20304614/front.7.400.jpg,1180.0,15.3,9.1,29.7,18.7,,3.9,0.100076,0.0394,
http://world-en.openfoodfacts.org/product/20308773/4-fruhlingsrollen-mit-rind-culinea,4 Frühlingsrollen mit Rind,400 g,"VerpackV-PAP,VerpackV-21",Culinea,"Meals,Microwave meals",,LIDL,Germany,"Füllung (37% Gemüse in veränderlichen Gewichtsanteilen (Weißkohl, Mungbohnenkeimlinge, Karotten, Zwiebeln, Paprika, Lauch), 8% Rindfleisch gekocht (Rindfleisch, Speisesalz), Speisesalz, Zucker, Glukosesirup, modifizierte Kartoffelstärke, Tapiokastärke, natürliches Aroma, Verdickungsmittel: Guarkernmehl; pflanzliche Öle (Raps, Sonnenblume), Gewürze (enthält _Sellerie_), Petersilie, Glukose), Teigmantel (_Weizenmehl_, Wasser, _Hühnerei_, Speisesalz, Glukose, Emulgator: Lecithine (enthält _Weizen_), Antioxidationsmittel: Ascorbinsäure), Rapsöl.",,Meals,http://en.openfoodfacts.org/images/products/20308773/front.7.400.jpg,637.0,5.7,0.8,17.3,2.8,,6.7,1.1,0.433070866,
http://world-en.openfoodfacts.org/product/20311032/deutscher-apfel-kirsch-direktsaft-solevita,Deutscher Apfel-Kirsch-Direktsaft,1 l,"84,Elopak,Diamond Curve",Solevita,"Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices and nectars,Fruit juices,Non-Alcoholic beverages","FSC,FSC-C081801",LIDL,Germany,"85% Apfelsaft, 15% Sauerkirschsaft, Antioxidationsmittel: Ascorbinsäure",250 ml,Fruit juices,http://en.openfoodfacts.org/images/products/20311032/front.10.400.jpg,208.0,0.5,0.1,11.2,10.5,,0.1,0.01,0.003937008,
http://world-en.openfoodfacts.org/product/20318390/sahnesteif-belbake,Sahnesteif,5 * 8 g,"VerpackV-PP,VerpackV-5,VerpackV-22,VerpackV-PAP",Belbake,de:Sahnesteif,,LIDL,Germany,"Traubenzucker, modifizierte Stärke, Trennmittel: Calciumphosphate.",,de:Sahnesteif,http://en.openfoodfacts.org/images/products/20318390/front.5.400.jpg,1248.0,30.0,17.9,5.8,5.1,,2.3,0.08,0.031496063,
http://world-en.openfoodfacts.org/product/20320423/wok-vegetable-thai-vitasia,Wok Vegetable Thai,600 g,"Bolsa de plástico,Ultracongelado,07","VitAsia,//Propiedad de://,Lidl Stiftung & Co. KG,//Perteneciente a://,Schwarz Beteiligungs GmbH","Plant-based foods and beverages,Plant-based foods,Frozen foods,Meals,Plant-based meals,Frozen ready-made meals","Vegetarian,Vegan",Lidl,"Germany,Spain","Verduras 61% (zanahoria, castaña de agua, brotes de judía mungo, brotes de bambú, espinacas, puerro, espárrago verde), seta nameko, jugo de coco 9% (coco, agua), seta oreja de Judas, agua, aceite de girasol, azúcar, zumo de limón a partir de concentrado, sal, almidón, especias (contienen _mostaza_).",300 g,Plant-based foods and beverages,http://en.openfoodfacts.org/images/products/20320423/front.9.400.jpg,237.0,3.3,2.2,4.2,3.1,,1.5,0.45,0.177165354,
http://world-en.openfoodfacts.org/product/20332662/corn-flakes-crownfield,Corn Flakes,850 g,"Carton,PP 21","Crownfield,Lidl","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products",,Lidl,Switzerland,"97% maïs,  sucre, extrait de malt d'orge, sel de cuisine.",30 g,Plant-based foods and beverages,http://en.openfoodfacts.org/images/products/20332662/front.6.400.jpg,1579.0,0.3,0.1,81.5,6.0,4.7,8.5,0.9,0.354330709,
http://world-en.openfoodfacts.org/product/20337179/tiramisu-deluxe,Tiramisu ,500 g,"Plastique 04 (PE-LD),Plastique 05 (PP),Carton","Deluxe,Lidl Stiftung & Co. KG","Dairies,Desserts,Dairy desserts,Tiramisu,fr:Cuisine-italienne,fr:Desserts-italiens,fr:Desserts-patissiers,fr:Desserts-patissiers-au-mascarpone","Green Dot,fr:Eco-emballages,fr:Selection-exclusive-deluxe",Lidl,France,"Crème (contient du _lait_), lait écrémé, mascarpone (15%)[crème (contient du _lait_), _lait_, correcteur d'acidité : acide lactique, sirop de glucose, sucre, biscuits à la cuillère (10 %) [_ufs_ (48 %), farine de _blé_, sucre], matière grasse végétale (coco), alcool, jaune d_uf_, préparation au cacao (1 %) [cacao (43 %), dextrose, amidon de _blé_, sucre, matière grasse végétale (coco)], Marsala (1 %), oligofructose, café soluble (0,6 %), épaississants: carraghénanes, gomme xanthane, émulsifiant: mono- et diglycérides dacides gras, arôme naturel de café, correcteur dacidité : acide citrique, arôme naturel, arôme naturel de vanille. ",100 g,Dairies,http://en.openfoodfacts.org/images/products/20337179/front.6.400.jpg,1244.0,16.7,12.4,28.3,19.8,2.7,3.5,0.1016,0.04,
http://world-en.openfoodfacts.org/product/20339906/lait-demi-ecreme-sterilise-uht-milbona,Lait demi-écrémé stérilisé UHT,1 l,"Bouteille plastique 02 (PEHD),Bouchon,Plastique,Bouchon plastique 05 (PP)","Milbona,eNVIA","Dairies,Milks,Homogenized milks,Pasteurised milks,UHT milks,Organic semi-skimmed milks,Semi-skimmed milks","Organic,EU Organic,FR-BIO-01,Green Dot,fr:AB Agriculture Biologique,fr:Garantie IPLC,fr:Eco-emballages",LIDL,France,_Lait_ demi-écrémé stérilisé UHT issu de l'agriculture biologique.,250 ml,Dairies,http://en.openfoodfacts.org/images/products/20339906/front.27.400.jpg,195.0,1.5,1.0,4.8,4.8,,3.2,0.11,0.043307087,
http://world-en.openfoodfacts.org/product/20342371/petits-pains-au-lait-x-12-extra-moelleux-xxl-maitre-jean-pierre,Petits pains au lait (x 12) Extra moelleux XXL,480 g (12 pains de 40 g),"Sachet plastique,Plastique 05 (PP),Plastique 05,Clip souple métal plastique","Maître Jean Pierre,Lidl","Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Sugary snacks,Breads,Viennoiseries,Milk bread rolls","Green Dot,Made in France,fr:Eco-emballages",Lidl,France,"Farine de blé, lait écrémé à base de lait écrémé en poudre(10%), oeuf(8,3%), beurre concentré(8,2%)**, sucre, dextrose, sirop de sucre inverti, levure, sel de cuisine, arôme naturel de vanille, émulsifiants : mono- et diglycérides gras alimentaires, stéaroyl-2-lactylate de sodium, blé(gluten), germes de blé, épaississant : carboxyméthylcellulose, antioxydant : acide ascorbique. **(soit 10% en beurre reconstitué).",40 g (1 pain),Plant-based foods and beverages,http://en.openfoodfacts.org/images/products/20342371/front.8.400.jpg,1449.0,10.0,7.5,54.0,12.0,1.5,9.0,1.27,0.5,
http://world-en.openfoodfacts.org/product/20343613/bellona-haselnuss-mister-choc,Bellona Haselnuss,150 g,"Sachet plastique,Plastique,Sachet,05 PP,?",Mister choc,"Sugary snacks,Confectioneries,Bars,Chocolate bars","German Agricultural Society,Sustainable farming,UTZ Certified,UTZ Certified Cacao,Dlg-jahrlich-pramiert",Lidl,"France,Germany","Zucker, pflanzliche Fette (Ölpalme, Kokosnuss), _Weizenmehl_, 13% _Vollmilchpulver_, 11% _Haselnüsse_, Kakaobutter, _Magermllchpulver_, Kakaomasse, fettarmes Kakaopulver, Emulgator: _Sojalecithine_; _Süßmolkenpulver_, _Laktose_, Vanillin, Speisesalz, Backtriebmittel: Natriumcarbonate.","21,5 g",Sugary snacks,http://en.openfoodfacts.org/images/products/20343613/front.6.400.jpg,2318.0,35.5,15.4,48.3,38.6,,9.3,0.2,0.078740157,
http://world-en.openfoodfacts.org/product/20347017/kap-seehecht-zitrone-pfeffer-ocean-sea,Kap-Seehecht Zitrone & Pfeffer,250 g,"21,Karton",Ocean Sea,"Seafood,Fishes,Frozen foods,Frozen fishes,de:Seehecht","German Agricultural Society,Sustainable fishery,2014 Gold medal of the German Agricultural Society,Gold medal of the German Agricultural Society,Sustainable Seafood MSC,de:Msc-c-50025",Lidl,Germany,"95% _Kap-Seehechtfilet_, Olivenöl, Speisesalz, Maltodextrin, Schwarzer Pfeffer, Dextrose, Zitrone, Zwiebeln, Petersilie, natürliches Aroma, Trennmittel: Siliciumdioxid",125 g,Seafood,http://en.openfoodfacts.org/images/products/20347017/front.7.400.jpg,342.0,2.6,0.6,0.6,0.5,,15.8,0.8,0.31496063,
http://world-en.openfoodfacts.org/product/20347024/kap-seehecht-krauter-knoblauch-ocean-sea,Kap-Seehecht Kräuter & Knoblauch,250 g,VerpackV-21,Ocean Sea,"Seafood,Fishes,Frozen foods,Frozen fishes,de:Seehecht","German Agricultural Society,Sustainable fishery,2014 Gold medal of the German Agricultural Society,Gold medal of the German Agricultural Society,Sustainable Seafood MSC,de:Msc-c-50025",LIDL,Germany,"95% _Kap-Seehechtfilet_, Olivenöl, Speisesalz, Knoblauchgranulat, Semmelbrösel (_Weizenmehl_, Speisesalz), Zucker, Kräuter, Maisstärke, Gewürze, Trennmittel: Cellulose; Kurkuma.",125 g,Seafood,http://en.openfoodfacts.org/images/products/20347024/front.18.400.jpg,363.0,3.6,0.8,1.04,0.8,,15.1,0.8,0.315,
http://world-en.openfoodfacts.org/product/20347963/parboiled-reis-golden-sun,Parboiled Reis,1 kg,"Kunststoff,05",Golden Sun,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Seeds,Cereal grains,Rices",,Lidl,Germany,Reis,80 g,Plant-based foods and beverages,http://en.openfoodfacts.org/images/products/20347963/front.6.400.jpg,1523.0,0.3,0.1,81.3,0.3,,7.4,0.0199898,0.00787,
http://world-en.openfoodfacts.org/product/20349295/deutscher-apfel-johannisbeer-direktsaft-solevita,Deutscher Apfel-Johannisbeer-Direktsaft,1 l,"84,Elopak,Diamond Curve",Solevita,"Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices and nectars,Fruit juices,Non-Alcoholic beverages","FSC,FSC-C081801",LIDL,Germany,"90% Apfelsaft, 10% Schwarzer Johannisbeersaft, Antioxidationsmittel: Ascorbinsäure",250 ml,Fruit juices,http://en.openfoodfacts.org/images/products/20349295/front.12.400.jpg,201.0,0.5,0.1,11.0,10.7,,0.1,0.01,0.003937008,
http://world-en.openfoodfacts.org/product/20351915/tortellini-tomate-mozzarella-chef-select,Tortellini Tomate & Mozzarella,400 g,"07,sous atmosphère protectrice,plastique",chef select,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Meals,Pastas,Stuffed Pastas,Tortellini,de:Aliments-d-origine-vegetale,de:Aliments-et-boissons-a-base-de-vegetaux,de:Cereales-et-derives,de:Cereales-et-pommes-de-terre,de:Pates-alimentaires,de:Pates-farcies",,Lidl,"France,Germany","_Hartweizengrieß_, Wasser, 9% Tomaten, _Weizenmehl_, 3% Tomatenmark dreifach konzentriert, _Eier_, 2,5% _Mozzarella_, Speisesalz, 1% Tomaten getrocknet, Gewürze, Rapsöl, Basilikum, Zucker",200 g,Plant-based foods and beverages,http://en.openfoodfacts.org/images/products/20351915/front.5.400.jpg,762.0,1.7,0.5,33.0,2.4,,7.0,1.4,0.551181102,
http://world-en.openfoodfacts.org/product/20362836/gouda-holland-mittelalt-milbona,Gouda Holland mittelalt,450 g,"07,Kunststoff",Milbona,"Dairies,Cheeses,Cheeses of the Netherlands,Gouda","PGI,No lactose",Lidl,Germany,"_Milch_, Speisesalz, Käsereikulturen, tierisches Lab, Farbstoffe: Carotin, Annatto; Konservierungsstoffe: Natriumnitrat, Natamycin",,Dairies,http://en.openfoodfacts.org/images/products/20362836/front.5.400.jpg,1633.0,31.9,19.5,0.0,0.0,,26.6,2.13,0.838582677,
http://world-en.openfoodfacts.org/product/20364335/feine-krauter-goldessa,Feine Kräuter,300 g,5 PP,Goldessa,"Dairies,Cheeses,Cream cheeses",,LIDL,Germany,"_Frischkäse_, Speisesalz, Kräuter, Gewürze, Knoblauch, Gewürzextrakte, Zucker, Verdickungsmittel: Johannisbrotkernmehl",,Dairies,http://en.openfoodfacts.org/images/products/20364335/front.7.400.jpg,1008.0,23.0,15.6,3.5,3.0,,5.5,1.33,0.523622047,
http://world-en.openfoodfacts.org/product/20369934/instant-nudeln-schweinefleischgeschmack-vitasia,Instant Nudeln Schweinefleischgeschmack,85 g,"Kunststoff,05 PP,?",Vitasia,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Noodles",,Lidl,Germany,"Nudeln 85% (Weizenmehl, Pflanzenöl (Palmöl, Antioxidationsmittel (stark tocopherolhaltige Extrakte), Wasser, Speisesalz, Zucker, Geschmacksverstärker (Mononatriumglutamat), Farbstoff (Zuckerkulör). Würzmischung (Speisesalz, Aroma, Zucker, Geschmacksverstärker (Mononatriumglutamat), Farbstoff (Zuckerkulör), Pflanzenöl (Sonnenblumenöl, Antioxidationsmittel (Stark tocopherolhaltige Extrakte), Säurungsmittel (Citronensäure), Geschmacksverstärker (Dinatriumguanylat), Dinatriuminosinat), Trennmittel (Siliciumdioxid), Knoblauchpulver, Farbstoff (Capsanthin). Würzöl (Pflanzenöl (Sonnenblubenöl, Antioxidationsmittel (stark tocopherolhaltige Extrakte), Knoblauch, Farbstoff (Capsanthin). Kräuter (getrockneter Knoblauch, getrockneter Schnittlauch. Scharfes Chillipulver.",,Plant-based foods and beverages,http://en.openfoodfacts.org/images/products/20369934/front.5.400.jpg,1971.0,23.7,12.9,49.4,3.0,,13.0,7.08,2.787401575,
http://world-en.openfoodfacts.org/product/20372231/mandel-bienenstich-tiefgefroren-firenze,Mandel-Bienenstich tiefgefroren,800g,"VerpackV-21,VerpackV-PAP",Firenze,"Sugary snacks,Biscuits and cakes,Desserts,Cakes","German Agricultural Society,2014 Gold medal of the German Agricultural Society,Gold medal of the German Agricultural Society",LIDL,Germany,,67g,Sugary snacks,http://en.openfoodfacts.org/images/products/20372231/front.6.400.jpg,1405.0,20.0,9.5,31.8,21.0,,6.3,0.130048,0.0512,
http://world-en.openfoodfacts.org/product/20382599/schollenfilet-spinat-feta-ocean-sea,Schollenfilet Spinat & Feta,250 g,"81,Karton",Ocean Sea,"Seafood,Fishes","Sustainable fishery,Sustainable Seafood MSC,de:Msc-c-52514",LIDL,Germany,"46% _Schollenfilet_, 33% Panade (_Weizenmehl_, Wasser, Rapsöl, Kartoffelsärke, Speisesalz, Hefe, Zucker, _Weizengluten_, Weißer Pfeffer), 21% Füllung [7,2% Spinat, Wasser, _Sahne_, 1,8% Feta (_Schafmilch_, _Ziegenmilch_), Maisstärke, Schmelzkäsezubereitung (_Käse_, _Butter_, Wasser, _Süßmplkenpulver_, _Milcheiweiß_, Reisstärke, Kartoffelstärke). Zwiebeln, _Magermilchpulver_, _Butter_, Speisesalz, Knoblauchpaste, (Knoblauch, Säuerungsmittel: Citronensäure), Gemüsebrühe (Speisesalz, Pastinaken, Zwiebel, Glukose), _Käsepulver_, Weißer Pfeffer]",125 g,Seafood,http://en.openfoodfacts.org/images/products/20382599/front.9.400.jpg,848.0,9.9,2.5,18.9,3.9,,8.8,0.89,0.350393701,
http://world-en.openfoodfacts.org/product/20397241/quark-traum-natur-0-2-fett-milbona,"Quark Traum Natur 0,2% Fett",500 g,"PP 05,Alu 41","Milbona,Lidl",Dairies,,Lidl,Switzerland,"60% Séré maigre (au lait pasteurisé),  40% yogourt écrémé (au lait pasteurisé).",125 g,Dairies,http://en.openfoodfacts.org/images/products/20397241/front.3.400.jpg,215.0,0.2,0.1,3.7,3.7,0.0,8.5,0.1,0.039370079,
http://world-en.openfoodfacts.org/product/20399412/5-croissants-choco-noisette-maitre-jean-pierre,5 Croissants Choco-Noisette,5 * 48 g (240 g),PP 05,Maître Jean-Pierre,"Sugary snacks,Viennoiseries,Croissants,fr:Croissants-fourres",,LIDL,"France,Italy,Switzerland","Farine de _blé_, 30% pâte de noisettes (sucre, huile de palme, graisse de palme, 10% _noisettes_, _lait_ écrémé en poudre, cacao maigre en poudre, émulsifiants : lécithine de _soja_, mono- et diglycérides d'acides gras; arôme naturel), graisse de palme, eau, sucre, _oeuf_ entier, émulsifiants : mono et diglycérides d'acides gras, stéaroyl-2-lactylate de sodium, lécithine de _soja_; huile de colza - huile de palme, humectant : glycérol; levure, correcteur d'acidité : acétates de sodium; sel, acidifiant : acide citrique; protéines de _blé_, arôme naturel.",48 g,Sugary snacks,http://en.openfoodfacts.org/images/products/20399412/front.10.400.jpg,2040.0,30.0,13.9,47.3,21.4,,6.0,0.43,0.169291339,
http://world-en.openfoodfacts.org/product/20402969/premium-kabeljauruckenfilets-ohne-haut-ocean-sea,Premium Kabeljaurückenfilets ohne Haut,337 g,VerpackV-07,Ocean Sea,"Seafood,Fishes,Frozen foods,Cods,Frozen fishes","German Agricultural Society,de:DLG Jährlich Prämiert,de:Msc-c-52514",Lidl,Germany,Kabeljaurückenfilet.,,Seafood,http://en.openfoodfacts.org/images/products/20402969/front.5.400.jpg,318.0,0.1,0.0,0.0,0.0,,18.5,0.1,0.039370079,
